KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_1333	Q88N80	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	0	0.0	0	2	6.81	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			6.3.2.10	Ligases		
PP_1334	Q88N79	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			2.7.8.13	Transferases		
PP_1335	Q88N78	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	0	0.0	0	1	6.13	0	0	0.0		S_Cell_Envelope_Biosynthesis			6.3.2.9	Ligases		
PP_1337	Q88N76	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	0	0.0	0	4	4.88	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			2.4.1.227	Transferases		
PP_1338	Q88N75	murC	UDP-N-acetylmuramate--L-alanine ligase	0	0.0	0	4	5.6	0	0	0.0		S_Cell_Envelope_Biosynthesis			6.3.2.8	Ligases		
PP_1339	Q88N74	ddlB	D-alanine--D-alanine ligase B	0	0.0	0	16	4.95	0	0	0.0	Mn(2+) (Mn)	S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			6.3.2.4	Ligases		
PP_1343	Q88N71	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1	5.33	0	2	4.15	0	0	0.0	Zn(2+) (Zn)	S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			3.5.1.108	Hydrolases		
PP_1346	P59612	argJ	Arginine biosynthesis bifunctional protein ArgJ	1	3.72	0	5	4.41	0	0	0.0		S_Urea_cycleamino_group_metabolism			2.3.1.35	Transferases		
PP_1351	Q88N64	panE	2-dehydropantoate 2-reductase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			1.1.1.169	Oxidoreductases		
PP_1355	Q88N61	ampG	Muropeptide permease AmpG	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1362	Q88N54	pykA	Pyruvate kinase	0	0.0	0	0	0.0	0	0	0.0		S_Gluconeogenesis			2.7.1.40	Transferases		
PP_1367	Q88N49	purU-II	Formyltetrahydrofolate deformylase	0	3.86	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate			3.5.1.10	Hydrolases		
PP_1373	Q88N43	pitB	Phosphate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1376	Q88N40	pcaK	4-hydroxybenzoate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1377	Q88N39	pcaF-I	Beta-ketoadipyl-CoA thiolase	3	3.85	2	4	4.21	2	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			2.3.1.174	Transferases		
PP_1378	Q88N38	pcaT	Alpha-ketoglutarate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1379	Q88N37	pcaB	3-carboxy-cis,cis-muconate cycloisomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			5.5.1.2	Isomerases		
PP_1380	Q88N36	pcaD	3-oxoadipate enol-lactonase 2	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			3.1.1.24	Hydrolases		
PP_1381	Q88N35	pcaC	4-carboxymuconolactone decarboxylase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			4.1.1.44	Lyases		
PP_1382	Q88N34	pcaP	Porin-encoding protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1383	Q88N33	galP-II	Porin-like protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1389	Q88N27		Oxaloacetate decarboxylase	0	0.0	0	2	5.25	0	0	0.0		S_Glycolysis			4.1.1.112	Lyases		
PP_1394	Q88N22		Acetolactate synthase, large subunit	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			2.2.1.6	Transferases		
PP_1400	Q88N16	kgtP	Alpha-ketoglutarate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1403	Q88N13	bglX	Periplasmic beta-glucosidase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism			3.2.1.21	Hydrolases		
PP_1407	Q88N09		Sulfate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1408	O85207	phaG	(R)-3-hydroxydecanoyl-ACP:CoA transacylase	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism			2.4.1.-	Transferases		
PP_1414	Q88N04	ushA	5'-nucleotidase-2',3'-cyclic phosphodiesterase	0	0.0	0	0	0.0	0	1	0.0		S_Purine_Metabolism AND S_Pyrimidine_Metabolism			3.1.3.5	Hydrolases		
PP_1419	Q88MZ9	opdH	Tricarboxylate-specific outer membrane porin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1426	Q88MZ2	nadB	L-aspartate oxidase	1	3.87	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			1.4.3.16	Oxidoreductases		
PP_1444	Q88MX4	gcd	Quinoprotein glucose dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			1.1.5.2	Oxidoreductases		
PP_1445	Q88MX3	oprB-II	Carbohydrate-selective porin	0	0.0	0	0	0.0	0	1	0.0		S_Transport__Outer_Membrane				Unk		
PP_1457	Q88MW1	purT	Formate-dependent phosphoribosylglycinamide formyltransferase	0	0.0	0	4	4.93	0	0	0.0		S_Purine_Metabolism			6.3.1.21	Ligases		
PP_1470	Q88MU8	hom	Homoserine dehydrogenase	0	3.84	0	3	5.43	1	0	0.0		S_Lysine_Metabolism			1.1.1.3	Oxidoreductases		
PP_1471	Q88MU7	thrC	Threonine synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism AND S_Glycine__Serine_and_threonine_metabolism			4.2.3.1	Lyases		
PP_1478	Q88MU0		Xenobiotic reductase	0	0.0	0	0	0.0	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_1481	Q88MT7	patD	Medium chain aldehyde dehydrogenase	0	3.82	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			1.2.1.19	Oxidoreductases		
PP_1484	Q88MT4	ydcT	Predicted polyamine ABC transporter, ATP-binding protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system				Unk		
PP_1494	Q88MS4		diguanylate cyclase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.7.7.65	Transferases		
PP_1496	Q88MS3	lysS	Lysine--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging AND S_Purine_Metabolism			6.1.1.6	Ligases		
PP_1505	Q88MR4	ppc	Phosphoenolpyruvate carboxylase	1	5.52	0	0	0.0	0	0	0.0		S_Glycolysis			4.1.1.31	Lyases		
PP_1506	P0A136	adk	Adenylate kinase	0	0.0	0	11	5.45	0	0	0.0		S_Purine_Metabolism AND S_Pyrimidine_Metabolism			2.7.4.3	Transferases		
PP_1520	Q88MQ0	plsB	Glycerol-3-phosphate acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.3.1.15	Transferases		
PP_1525	Q88MP5	dapE	Succinyl-diaminopimelate desuccinylase	0	4.96	0	2	4.69	0	0	0.0	Zn(2+) (Zn) AND Co(2+) (Co)	S_Lysine_Metabolism			3.5.1.18	Hydrolases		
PP_1529	Q9Z408	csdA	Probable cysteine desulfurase	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism			2.8.1.7	Transferases		
PP_1530	Q88MP1	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0	5.12	0	3	4.98	0	0	0.0		S_Lysine_Metabolism			2.3.1.117	Transferases		
PP_1587	Q88MI4		NhaP-type Na+/H+ and K+/H+ antiporters	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1588	Q88MI3	dapC	N-succinyl-L,L-diaminopimelate aminotransferase alternative	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			2.6.1.17	Transferases		
PP_1593	Q88MH8	pyrH	Uridylate kinase	0	0.0	0	8	5.34	0	0	0.0		S_Pyrimidine_Metabolism			2.7.4.22	Transferases		
PP_1595	Q88MH6	uppS	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	0	3.85	0	7	4.89	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			2.5.1.31	Transferases		
PP_1596	Q88MH5	cdsA	Phosphatidate cytidylyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.7.41	Transferases		
PP_1597	Q88MH4	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	0	0.0	0	2	4.84	0	0	0.0	Mn(2+) (Mn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			1.1.1.267	Oxidoreductases		
PP_1601	Q88MH0	lpxD	UDP-3-O-acylglucosamine N-acyltransferase	1	5.32	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.3.1.191	Transferases		
PP_1602	Q88MG9	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1	6.13	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis AND S_Fatty_Acid__Biosynthesis			4.2.1.59	Lyases		
PP_1604	Q88MG7	lpxB	Lipid-A-disaccharide synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.4.1.182	Transferases		
PP_1610	Q88MG1	pyrG	CTP synthase	2	3.86	1	7	5.18	0	0	0.0		S_Pyrimidine_Metabolism			6.3.4.2	Ligases		
PP_1611	Q88MG0	kdsA1	2-dehydro-3-deoxyphosphooctonate aldolase 1	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			2.5.1.55	Transferases		
PP_1612	Q88MF9	eno	Enolase	0	6.59	0	1	4.67	0	0	0.0		S_Gluconeogenesis			4.2.1.11	Lyases		
PP_1614	Q88MF7	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0	0.0	0	2	4.44	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			2.7.7.60	Transferases		
PP_1616	Q88MF5	frmA	S-(hydroxymethyl)glutathione dehydrogenase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Formaldehyde_Metabolism AND S_Alternate_Carbon AND S_Glycerophospholipid_Metabolism			1.1.1.284	Oxidoreductases		
PP_1617	Q88MF4	frmC	S-formylglutathione hydrolase	1	4.93	0	0	0.0	0	0	0.0		S_Formaldehyde_Metabolism			3.1.2.12	Hydrolases		
PP_1618	Q88MF3	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	0	0.0	0	14	5.2	0	0	0.0	a divalent metal cation (Fe_Generic_Divalent_Cation)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			4.6.1.12	Lyases		
PP_1620	Q88MF1	surE	5'-nucleotidase SurE	0	0.0	0	0	0.0	0	0	0.0	a divalent metal cation (Fe_Generic_Divalent_Cation)	S_Inorganic_polyphosphates_metabolism AND S_Purine_Metabolism AND S_Pyrimidine_Metabolism			3.1.3.5	Hydrolases		
PP_1628	Q88ME5	pncC	NMN amidohydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			3.5.1.42	Hydrolases		
PP_1638	Q88MD5	fpr-I	Ferredoxin--NADP reductase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.18.1.2	Oxidoreductases		
PP_1645	Q88MC8	yfgD	Arsenate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance			1.20.4.1	Oxidoreductases		
PP_1649	Q88MC4	ldhA	D-lactate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Pyruvate_Metabolism			1.1.1.28	Oxidoreductases		
PP_1654	Q88MC0	cysM	Cysteine synthase	0	0.0	0	3	5.02	0	0	0.0		S_Cysteine_Metabolism			2.5.1.47	Transferases		
PP_1656	Q88MB8	relA	GTP pyrophosphokinase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.7.6.5	Transferases		
PP_1657	Q88MB7	mazG	Nucleoside triphosphate pyrophosphohydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism AND S_Pyrimidine_Metabolism			3.6.1.8	Hydrolases		
PP_1664	Q88MB0	purN	Phosphoribosylglycinamide formyltransferase	1	3.88	0	4	5.53	0	0	0.0		S_Purine_Metabolism			2.1.2.2	Transferases		
PP_1665	Q88MA9	purM	Phosphoribosylformylglycinamidine cyclo-ligase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			6.3.3.1	Ligases		
PP_1672	Q88MA2	cobO	Corrinoid adenosyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.5.1.17	Transferases		
PP_1673	Q88MA1	cobB	Hydrogenobyrinate a,c-diamide synthase	1	3.93	1	1	5.43	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			6.3.5.9	Ligases		
PP_1674	Q88MA0	bluB	5,6-dimethylbenzimidazole synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			1.13.11.79	Oxidoreductases		
PP_1677	Q88M97	cobQ	Cobyric acid synthase	2	3.95	1	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			6.3.5.10	Ligases		
PP_1678	Q88M96	cobP	Bifunctional adenosylcobalamin biosynthesis protein	1	3.85	0	5	5.01	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.7.1.156	Transferases		
PP_1679	Q88M95	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	0	6.18	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.4.2.21	Transferases		
PP_1680	Q88M94		Alpha-ribazole-5'-phosphate phosphatase	1	3.82	0	1	3.84	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			3.1.3.73	Hydrolases		
PP_1681	Q88M93	cobS	Adenosylcobinamide-GDP ribazoletransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.7.8.26	Transferases		
PP_1686	Q88M88		Glutathione peroxidase	1	3.82	1	0	0.0	0	0	0.0		Unassigned	Glutathione peroxidase family member reported to undergo oxidative inactivation (see reviews on GPx inactivation, e.g. Miyamoto et al. Biol Chem 2003 doi:10.1515/BC.2003.064).		1.11.1.9	Oxidoreductases		
PP_1689	Q88M85		Long-chain fatty acid transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1700	Q88M74		Acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism				Unk		
PP_1710	Q88M64		MFS transporter, phthalate permease family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1722	Q88M52		ABC transporter, ATP-binding protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system				Unk		
PP_1735	Q88M40	htrB	Lipid A biosynthesis acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.3.1.241	Transferases		
PP_1743	Q88M32	actP-I	Cation/acetate symporter ActP	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1750	Q88M25	asnB	asparagine synthase (glutamine-hydrolyzing)	1	3.77	1	1	4.55	0	0	0.0		S_Alanine_and_Aspartate_Metabolism			6.3.5.4	Ligases		
PP_1761	Q88M14	yegE	Diguanylate cyclase with phosphodiesterase domain	0	0.0	0	0	0.0	0	1	0.0		S_Purine_Metabolism				Unk		
PP_1764	Q88M11	mupP	N-acetylmuramic acid 6-phosphate phosphatase	0	3.83	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			3.1.3.105	Hydrolases		
PP_1765	Q88M10	ubiG	Ubiquinone biosynthesis O-methyltransferase	0	0.0	0	2	3.84	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis			2.1.1.64	Transferases		
PP_1766	Q88M09	mtnA	Methylthioribose-1-phosphate isomerase	0	3.85	0	2	5.02	0	0	0.0		S_Methionine_Metabolism			5.3.1.23	Isomerases		
PP_1768	Q88M07	serC	Phosphoserine aminotransferase	0	0.0	0	4	5.65	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism AND S_Glycine__Serine_and_threonine_metabolism			2.6.1.52	Transferases		
PP_1769	Q88M06	pheA	Bifunctional chorismate mutase/prephenate dehydratase	0	0.0	0	1	3.79	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			5.4.99.5	Isomerases		
PP_1770	Q88M05	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0	7.43	0	4	5.21	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			2.5.1.19	Transferases		
PP_1771	Q88M04	cmk	Cytidylate kinase	0	0.0	0	2	6.45	0	0	0.0		S_Pyrimidine_Metabolism			2.7.4.25	Transferases		
PP_1776	Q88M00		Alginate biosynthesis protein AlgA	0	0.0	0	0	0.0	0	0	0.0	Co(2+) (Co)	S_Alternate_Carbon__Fructose_Metabolism AND S_Alginate_biosynthesis			5.3.1.8	Isomerases		
PP_1777	Q88LZ9	cpsG	phosphomannomutase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis AND S_Alternate_Carbon__Ribose_Metabolism AND S_Starch_and_Sucrose_Metabolism			5.4.2.8	Isomerases		
PP_1782	Q88LZ4	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	2	3.8	0	1	6.5	0	0	0.0		S_Alginate_biosynthesis			5.1.3.13	Isomerases		
PP_1783	Q88LZ3	rfbA	Glucose-1-phosphate thymidylyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			2.7.7.24	Transferases		
PP_1784	Q88LZ2	rfbD	dTDP-4-dehydrorhamnose reductase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			1.1.1.133	Oxidoreductases		
PP_1785	Q88LZ1	rffG	dTDP-glucose 4,6-dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			4.2.1.46	Lyases		
PP_1799	Q88LX8	gmd	GDP-mannose 4,6-dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			4.2.1.47	Lyases		
PP_1800	Q88LX7	rmd	Oxidoreductase Rmd	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			1.1.1.135	Oxidoreductases		
PP_1801	Q88LX6	wbpY	Glycosyl transferase WbpY	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis				Unk		
PP_1802	Q88LX5	wbpZ	Glycosyl transferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis				Unk		
PP_1803	Q88LX4	wbpV	UDP-sugar epimerase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis AND S_Cell_Envelope_Biosynthesis			1.1.1.426	Oxidoreductases		
PP_1804	Q88LX3	wbpL	Glycosyl transferase WbpL	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis				Unk		
PP_1805	Q88LX2	wbpM	Polysaccharide biosynthesis protein	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis			4.2.1.135	Lyases		
PP_1806	Q88LX1		Arabinose 5-phosphate isomerase	0	0.0	0	2	4.07	0	0	0.0		S_Cell_Envelope_Biosynthesis			5.3.1.13	Isomerases		
PP_1807	Q88LX0	kdsA2	2-dehydro-3-deoxyphosphooctonate aldolase 2	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			2.5.1.55	Transferases		
PP_1808	Q88LW9	pgi1	Glucose-6-phosphate isomerase 1	1	5.31	0	0	0.0	0	0	0.0		S_Pentose_Phosphate_Pathway AND S_Glycolysis			5.3.1.9	Isomerases		
PP_1811	Q88LW6	rffE	UDP-N-acetylglucosamine 2-epimerase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			5.1.3.14	Isomerases		
PP_1815	Q88LW2	pyrF	Orotidine 5'-phosphate decarboxylase	0	3.87	0	7	4.26	0	0	0.0		S_Pyrimidine_Metabolism			4.1.1.23	Lyases		
PP_1830	Q88LU7	aroC	Chorismate synthase	0	0.0	0	6	4.97	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			4.2.3.5	Lyases		
PP_1842	Q88LT5		Glutamine amidotransferase, class I	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_1843	Q88LT4		Mg2+/Co2+ transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1844	Q88LT3	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.3.1.51	Transferases		
PP_1872	Q88LQ7	alaA	Glutamate-pyruvate aminotransferase AlaA	0	0.0	0	0	0.0	0	0	0.0		S_Alanine_and_Aspartate_Metabolism			2.6.1.2	Transferases		
PP_1874	Q88LQ5	gpx	Glutathione peroxidase	1	5.06	1	0	0.0	0	0	0.0		Unassigned	Glutathione peroxidase family member reported to be affected by oxidative modification (see Miyamoto 2003 review).		1.11.1.9	Oxidoreductases		
PP_1893	Q88LN6	fadE	Acyl-coenzyme A dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			1.3.8.7	Oxidoreductases		
PP_1900	Q88LM9	lpxK	Tetraacyldisaccharide 4'-kinase	0	0.0	0	3	5.92	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.7.1.130	Transferases		
PP_1902	Q88LM7	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			2.7.7.38	Transferases		
PP_1904	Q88LM5	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	1	4.17	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			1.3.1.98	Oxidoreductases		
PP_1914	Q88LL6	fabG	3-oxoacyl-[acyl-carrier-protein] reductase	1	6.44	0	3	5.39	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis AND S_PHAs_Metabolism AND S_Fatty_Acid__Biosynthesis			1.1.1.100	Oxidoreductases		
PP_1916	Q88LL4	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	1	3.87	1	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis			2.3.1.179	Transferases		
PP_1917	Q88LL3	pabC	Aminodeoxychorismate lyase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			4.1.3.38	Lyases		
PP_1924	Q88LK7		Phosphinothricin N-acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		Unassigned				Unk		
PP_1928	Q88LK3		Arsenate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance			1.20.4.4	Oxidoreductases		
PP_1929	Q88LK2	arsB-I	Arsenical pump membrane protein	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance				Unk		
PP_1943	Q88LI9	purU-III	Formyltetrahydrofolate deformylase	0	3.86	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate			3.5.1.10	Hydrolases		
PP_1945	Q88LI7	folD1	Bifunctional protein FolD 1	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate			1.5.1.5	Oxidoreductases		
PP_1948	Q88LI4		Benzaldehyde dehydrogenase	0	3.81	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Toluene_Pathway				Unk		
PP_1972	Q88LG1	tyrB	Aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis AND S_Aromatic_Compounds_Degradation__Homogentisate_pathway AND S_Alanine_and_Aspartate_Metabolism			2.6.1.-	Transferases		
PP_1988	Q88LE5	leuB	3-isopropylmalate dehydrogenase	0	0.0	0	11	5.86	0	0	0.0	Mn(2+) (Mn)	S_Valine__Leucine__and_Isoleucine_Metabolism			1.1.1.85	Oxidoreductases		
PP_1989	Q88LE4	asd	Aspartate-semialdehyde dehydrogenase	2	3.83	1	4	4.53	0	0	0.0		S_Lysine_Metabolism			1.2.1.11	Oxidoreductases		
PP_1995	Q88LE0	trpF	N-(5'-phosphoribosyl)anthranilate isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			5.3.1.24	Isomerases		
PP_1997	Q88LD8	folC	Dihydrofolate synthase/folylpolyglutamate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			6.3.2.17	Ligases		
